                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.079,                 3.6518,                 3.7359,                 1.4274,                 0.6958,                0.63333,                0.74643,                0.48764,                0.67294,                    0.6,                0.61614,                0.43515,                 1.6602,                 2.6879,                 1.4658,                  1.386,                      0,                      0,                      0
